batch_id,temperature,ph_level,pressure,stirring_speed,culture_time_hours,oxygen_saturation,nutrient_concentration,quality_score,pass_quality
1,37.993428306022466,7.46308877376582,1.1399355436586003,207.92828805128573,38.574743087589006,85.94019280474753,6.738851351853331,1.0,1
2,36.72347139765763,7.954708320235065,1.092463368291277,430.0197640720248,41.23939518654117,70.69608111430165,4.678757233882088,1.0,1
3,38.29537707620138,6.300716213090429,1.0059630369920174,299.3022729053814,40.836449961605666,60.604427368579,6.832557043479202,1.0,1
4,40.04605971281605,7.281484618345285,0.9353063222294427,130.82331165373247,48.85765856858224,98.60061477817888,5.814151762118266,1.0,1
5,36.53169325055333,6.674678715439087,1.069822331361359,123.42037169759168,58.39508999691055,70.0357218276441,5.482066727335386,1.0,1
6,36.53172608610164,6.756437308117652,1.039348538542175,233.69532747842433,61.3878008771558,87.0410515221019,5.36873314731752,1.0,1
7,40.15842563101478,6.703803037880565,1.0895193220027732,413.95879084458704,51.828306608644546,88.26519479514837,5.393797298216252,1.0,1
8,38.53486945830582,6.568004615160092,1.0635171801681969,383.0723738963663,51.00506684966674,84.40029668317942,3.07232742065439,1.0,1
9,36.0610512281301,7.024260813972414,1.1049552715319335,415.44598586896257,37.19365359508357,72.51629576854593,4.721116605849243,1.0,1
10,38.08512008717193,6.584524941794481,0.9464764788439433,306.90762257664375,44.74395720159587,70.84385015056263,5.845157971184322,1.0,1
11,36.073164614375074,7.135228412889919,1.1317394065634325,276.07959918219626,43.27329748855057,83.90673130810812,4.951102816525895,1.0,1
12,36.06854049285948,6.974880945275432,1.01975996046924,158.98101068251358,44.2749144104933,94.64382534446766,3.594810153196425,1.0,1
13,37.48392454313207,6.880525976566795,1.2075260872625266,231.27710144372463,46.991137088491264,97.86934915693583,4.94759554942253,1.0,1
14,33.1734395106844,6.546218168979201,0.9310812181910432,273.6077464695501,45.16745653381724,64.23623217615031,6.704105516255491,1.0,1
15,33.550164334973935,6.711614334715834,1.173596380316525,135.4401718718469,36.124201137745274,66.1931445039088,6.246891715534719,1.0,1
16,35.875424941518055,7.377695612912878,1.0197910783462647,188.2447810844845,52.487461536705204,97.78945035132318,4.9379959906339685,1.0,1
17,34.97433775933115,7.250458593812191,0.9348581996385552,339.29011762549555,41.56354184556116,89.4614091333917,5.951449277058087,1.0,1
18,37.628494665190544,6.511222377600724,0.9516114165945678,394.26524569567596,49.4354811846669,95.31975299319092,4.633492979631948,1.0,1
19,35.18395184895758,7.049666152714613,0.967965269180568,499.33900455717986,60.44449601849984,68.10530536541373,3.296128413173281,1.0,1
20,34.17539259732942,7.375693561685894,1.0424165946401915,473.24533253742305,42.483692450481456,83.50343484437607,4.075534011870445,1.0,1
21,39.93129753784311,6.165297359439315,1.05228354880355,357.02607981407664,32.81827486352202,88.04558377669895,6.562888768508198,1.0,1
22,36.54844739902693,7.271680096189968,0.9426299996061421,268.4992213176288,46.28397466871934,87.20447541787891,4.726006918170696,1.0,1
23,37.13505640937585,6.668688120527077,0.9975645407739017,354.4709458832931,54.605757809991424,76.32606763466792,4.756616020624982,1.0,1
24,34.15050362757309,7.28529933429658,1.2142270358611864,414.26064723209277,59.75008472532356,60.615795667652336,4.70016180372512,1.0,1
25,35.91123455094964,6.618370421728741,1.1727543170100712,147.33447636935495,40.6227024332855,83.31704227217053,6.904136589573007,1.0,1
26,37.22184517941973,6.09755894966774,1.0436323669674032,263.9619558785153,50.98019533941913,70.12406156718436,6.625958915362063,1.0,1
27,34.6980128451554,6.186228781058419,1.00380034781682,435.9209142542469,45.20813725931968,78.01016984571561,7.218780233448134,1.0,1
28,37.75139603669135,7.024042473330691,1.0120031326718262,253.5331807732176,47.364309874175184,98.30324060335269,4.840954789599949,1.0,1
29,35.79872262016239,7.129861250860741,1.0613517972730417,328.7489084908746,63.86606008210221,75.96141270569738,5.295624488747095,1.0,1
30,36.41661250041345,6.547841687447796,0.8977207434801594,335.1077443448793,38.98217802962908,93.59206426657707,3.483357450579209,1.0,1
31,35.79658677554121,7.319296229388687,0.9742623462576655,173.79050125345574,49.52243796896744,67.54162422997004,6.476934426118275,1.0,1
32,40.70455636901787,6.16923996886552,0.8331415926122411,244.89417666091535,50.806159030592596,86.89841992100115,3.8322204487320652,1.0,1
33,36.973005550524135,6.966960100676341,1.039922312260528,233.80451549677286,54.51471794963608,99.08027817755774,5.216775563762629,1.0,1
34,34.8845781420882,6.394491900118772,1.064719593970274,110.47868341282592,48.587898920825374,64.07572403491747,3.902697472367156,1.0,1
35,38.64508982420638,6.67408194609892,0.9516813537700626,109.6767055565421,49.848303237024616,60.332797689087684,4.4111331732613035,1.0,1
36,34.558312700057954,7.023699335658207,1.1573986763290032,432.6788174703094,45.650108595469256,77.34331170530457,4.1627375689503,1.0,1
37,37.41772719000951,6.569793317358024,0.8774234336997658,209.22832398912496,49.614761647470644,63.70501932205469,4.392124739324182,1.0,1
38,33.08065975224045,6.807722227885088,0.853562511979018,307.23150649552616,45.94084634701554,89.93537398704925,4.460877296851021,1.0,1
39,34.34362790220314,7.50314640460722,1.0224451818559972,219.4902294355092,51.729431339136305,96.58194655394236,4.451731205074923,1.0,1
40,37.39372247173824,6.711554065238426,1.1047098302612155,476.2716980461362,45.782337983738195,77.36083890835036,5.833333911780307,1.0,1
41,38.47693315999082,7.4178460560325705,1.168392769145787,203.71870354630948,50.262602363413116,70.34846568621764,3.8951372069374797,1.0,1
42,37.34273656237994,6.435146572671191,0.954111573713106,271.86272509557404,47.82442311789013,77.3761327602644,5.220541427013867,1.0,1
43,36.76870343522352,7.2649020889576414,1.1078680833431296,449.09210019384074,54.75630150463301,88.93791271400005,6.217959152305559,1.0,1
44,36.39779260882142,7.72078431032895,0.9961491530499292,436.77342671672346,47.691637658469084,60.36216646321484,4.486803635486604,1.0,1
45,34.04295601926515,5.764177749936355,0.982737270005918,174.44056713851091,37.361805190758716,83.57815957938789,4.282081109252398,1.0,1
